"MASCARA","ANO","CODMUNIC","UF","SIGLA","MUNIC","DEP","LOC","CODFUNC","NOME_CUR","GRD_COD","AREA_COD","SUBAREAC","VEP111","VEP112","VEP113","VPE114","VEP115","VEP116","VEP117","VEP121","VEP122","VEP123","VEP124","VEP125","VEP126","VEP127","VEP118","VEP119","VEP128","VEP129","DEP131","DEP132","DEP133","DEP134","DEP135","DEP136","DEP137","NEP141","NEP142","NEP143","NEP144","NEP145","NEP146","NEP147","DEP138","DEP139","NEP148","NEP149"
22976191,2002,351305455406,São Paulo,SP,UBATUBA,Municipal,Urbana,Ativo,TECNICO EM ADMINISTRAÇAO,D,D13,D1301,,,,,,,,,14,16,24,7,4,,,,24,41,,,,,,,,,,7,13,3,,,,,10,13
22976191,2002,351305455406,São Paulo,SP,UBATUBA,Municipal,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,8,17,21,7,11,3,,,35,32,,,,,,,,,,11,14,1,1,2,,,12,17
22976191,2002,351305455406,São Paulo,SP,UBATUBA,Municipal,Urbana,Ativo,TECNICO EM SECRETARIADO,D,D13,D1303,,,,,,,,,10,16,22,5,5,1,,,1,58,,,,,,,,,,1,13,1,3,,,,,18
22976191,2002,351305455406,São Paulo,SP,UBATUBA,Municipal,Urbana,Ativo,TECNICO EM TURISMO,D,D09,D0902,,,,,,,,,8,13,19,5,2,3,,,12,38,,,,,,,,,,1,6,,2,2,,,7,4
22976283,2002,350703236505,São Paulo,SP,PAULINIA,Municipal,Urbana,Ativo,HABILITACAO PROF. DE TECNICO EM INFORMATICA,D,D12,D1201,,208,45,11,3,8,3,,,11,25,11,11,3,148,130,36,25,,,78,10,,,,,,,3,1,,,46,42,3,1
22983863,2002,350702900303,São Paulo,SP,AGUAI,Municipal,Urbana,Ativo,TÉCNICO EM ENFERMAGEM,D,D14,D1401,,,,,,,,,,4,11,8,5,2,,,5,25,,,,,,,,,,,,,,,,,,
22983863,2002,350702900303,São Paulo,SP,AGUAI,Municipal,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,16,21,4,2,,,,11,32,,,,,,,,,,1,21,6,1,,,,9,20
22974910,2002,351506318701,São Paulo,SP,GUARUJA,Municipal,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,0,3,79,78,11,12,2,,,59,126,,,,,,,,0,0,15,49,8,3,4,,,31,48
22974910,2002,351506318701,São Paulo,SP,GUARUJA,Municipal,Urbana,Ativo,TÉCNICO EM MECÂNICA,B,B03,B0306,,,,,,,,0,6,51,78,7,14,9,,,153,12,,,,,,,,0,0,14,34,9,4,0,,,38,23
22974910,2002,351506318701,São Paulo,SP,GUARUJA,Municipal,Urbana,Ativo,TÉCNICO EM QUÍMICA,B,B05,B0502,,,,,,,,0,1,45,82,21,18,7,,,102,72,,,,,,,,0,0,14,34,9,4,0,,,38,23
22980498,2002,350201427603,São Paulo,SP,LUIS ANTONIO,Municipal,Urbana,Ativo,TECNICO EM QUIMICA,B,B05,B0502,,,,,,,,,1,42,76,12,8,2,,,97,44,,,,,,,,,,,37,7,7,1,,,30,22
22978610,2002,350502429302,São Paulo,SP,MATAO,Municipal,Urbana,Ativo,HABILITAÇÃO DE TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,3,16,1,2,1,,,8,15,,,,,,,,,,,3,,2,,,,2,3
22978610,2002,350502429302,São Paulo,SP,MATAO,Municipal,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL EM GESTÃO EMPRESARIAL,D,D13,D1301,,,,,,,,,,14,16,4,1,,,,15,20,,,,,,,,,,,,,,,,,,
22978610,2002,350502429302,São Paulo,SP,MATAO,Municipal,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL EM INFORMÁTICA,D,D12,D1201,,,,,,,,,,10,48,10,9,4,,,36,45,,,,,,,,,,,9,,,,,,3,6
22978610,2002,350502429302,São Paulo,SP,MATAO,Municipal,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL EM QUÍMICA,B,B05,B0502,,,,,,,,,,19,25,6,4,2,,,24,32,,,,,,,,,,,10,1,1,,,,3,9
22990112,2002,351506052809,São Paulo,SP,TABOAO DA SERRA,Municipal,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,,,,,,,,,20,96,49,38,11,,,87,127,,,,,,,,,,1,71,34,26,5,,,56,81
22990112,2002,351506052809,São Paulo,SP,TABOAO DA SERRA,Municipal,Urbana,Ativo,INFORMATICA,D,D12,D1201,,,,,,,,,,28,152,55,21,7,,,125,138,,,,,,,,,,,31,46,23,8,,,42,66
22987646,2002,350703231803,São Paulo,SP,MONTE MOR,Municipal,Urbana,Ativo,TÉCNICO EM PROCESSAMENTO DE DADOS,D,D12,D1201,,,,,,,,,,15,28,2,,,,,14,31,,,,,,,,,,,87,28,17,5,,,54,83
22999675,2002,351003910005,São Paulo,SP,CANDIDO MOTA,Municipal,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,14,41,22,20,7,,,43,61,,,,,,,,,,1,22,13,4,1,,,21,20
23002282,2002,350100146603,São Paulo,SP,SANTA FE DO SUL,Municipal,Urbana,Ativo,HAB PROFISSIONAL DE TÉC DE ENFERMAGEM - NIVEL TÉC.,D,D14,D1401,,,,,,,,,7,37,63,25,23,11,,,24,142,,,,,,,,,,,45,26,10,5,,,15,71
23006738,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM LABORATÓRIO DE PRÓTESE ODONTOLÓGICA,D,D14,D1401,,,,,,,,,,2,2,2,2,,,,4,4,,,,,,,,,,1,5,4,3,2,,,8,7
23008509,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PROFISSIONAL TÉCNICO CONTABILIDADE,D,D13,D1301,,,,,,,,1,,,7,2,1,,,,5,6,,,,,,,,,,,5,1,2,1,,,3,6
23008509,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO TÉCNICO EM PUBLICIDADE,D,D15,D1503,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,2,4
23008632,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,33,7,,,,,,,,,,,,29,11,,,,,6,,,,,,,,,,,,4,2,,
23008800,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Normal,D,D17,D1701,,,,,,,,,,,,,,,,,,,,,5,2,1,,,,,,,,,,,8,,
23009811,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,121,15,,,,,,,,,,,,83,53,,,,,45,2,,,,,,,,,,,26,21,,
23008402,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ELETRÔNICA,B,B03,B0307,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,3,
23008402,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,,4,,,,,,,,,,,,3,1,,,,,,,,,,,,6,7,,,,,,10,3
23008634,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Contabilidade,D,D13,D1302,,,3,3,2,3,1,,1,3,5,,2,,2,10,6,5,,,,,,,,,,3,8,2,6,1,,,11,9
23008634,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Informática,D,D12,D1201,,,,,,,,,,3,5,,,,,,6,2,,,,,,,,,,,2,1,2,,,,4,1
23007131,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,5,4,,,,,,2,6,2,,,,6,3,7,3,,6,8,,,,,,,2,14,1,,,7,7,12,5
23008801,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,QUALIFICAÇAO PROFISSIONAL DE AUX DE ENFERMAGEM,D,D14,D1401,,,,,,,,,,2,2,4,1,3,,,,12,,,,,,,,,,,6,4,9,1,,,2,18
23006676,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Administração,D,D13,D1301,,,,,,,,,,1,1,,,,,,,2,,,,,,,,,,1,4,2,,,,,4,3
23006676,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Contabilidade,D,D13,D1302,,,,,,,,,1,3,8,4,4,2,,,13,9,,,,,,,,,,1,4,2,1,1,,,4,5
23006676,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Secretariado,D,D13,D1301,,,,,,,,,,1,2,,1,,,,,4,,,,,,,,,,,,,,,,,,
23006482,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,,,,,,,,2,7,10,2,,,,,11,10,,,,,,,,,,,,,,,,,,
23012596,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Informática,D,D12,D1201,,15,,1,,,,,1,2,6,,1,1,11,5,8,3,,,,,,,,,,,,,,,,,,
23012596,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Telecomunicações,D,D11,D1101,,,,,,,,,,3,16,7,7,,,,32,1,,,,,,,,,,,,,,,,,,
23006063,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ELETRONICA,B,B03,B0307,,55,7,14,7,5,,,9,31,50,13,8,2,85,3,111,2,,,,,,,,,,12,29,6,3,3,,,52,1
23006063,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,47,6,1,,,,,6,9,,,,,37,17,14,1,,,,,,,,,,20,5,,,,,,19,6
23006064,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,5,5,1,1,,,,4,8,,,,,,,,,,1,3,,,,,,3,1
23006064,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1301,,,,,,,,,,3,2,1,1,,,,1,6,,,,,,,,,,,2,,3,,,,,5
23006064,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,INFORMÁTICA,D,D12,D1201,,,,,,,,,,2,,2,,,,,1,3,,,,,,,,,,,1,,,,,,1,
23006064,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,SECRETÁRIADO,D,D13,D1303,,,,,,,,,1,,2,,,,,,,3,,,,,,,,,,1,1,,,,,,,2
23008406,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em administração,D,D13,D1301,,,,,,,,,6,7,7,2,2,,,,14,10,,,,,,,,,,,,,,,,,,
23008406,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em informatica,D,D12,D1201,,,,,,,,,57,28,10,3,1,,,,72,27,,,,,,,,,,26,6,1,1,,,,22,12
23008407,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,10,2,,,,,,5,7,,,,,,,,,,2,4,1,,,,,3,4
23008407,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,2,7,2,4,,,,10,5,,,,,,,,,,1,5,5,5,2,,,7,11
23010732,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Turismo,D,D09,D0902,,,,,,,,,18,7,,,,,,,6,19,,,,,,,,,,11,2,,1,,,,1,13
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM 25ª TURMA,D,D14,D1401,,,,,,,,,,1,3,3,4,,,,2,9,,,,,,,,,,,,,,,,,,
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM 26ª TURMA,D,D14,D1401,,,,,,,,,,5,6,5,7,1,,,4,20,,,,,,,,,,,,,,,,,,
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM ADMINISTRACAO,D,D13,D1301,,,,,,,,,,,6,1,,,,,3,4,,,,,,,,,,,1,1,,,,,1,1
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,1,4,1,1,,,,2,5,,,,,,,,,,2,3,3,1,,,,7,2
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA,D,D12,D1201,,,,,,,,,1,3,9,1,,,,,9,5,,,,,,,,,,7,3,1,,,,,11,
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM INFORMATICA (4º ANO),D,D12,D1201,,,,,,,,,,12,2,,,,,,6,8,,,,,,,,,,,,,,,,,,
23008408,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO ENFERMAGEM,D,D14,D1401,,,,,,,,,,,,3,1,1,,,3,2,,,,,,,,,,,,,,,,,,
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Administração,D,D13,D1301,,13,4,,,,,,,,,,,,7,10,,,,,,,,,,,,,,,,,,,,
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Eletrônica,B,B03,B0307,2,55,4,,,,,,11,46,42,15,9,2,59,2,117,8,,,,,,,,,,8,13,5,6,1,,,33,
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Enfermagem,D,D14,D1401,1,75,42,1,,,,,,,,,,,9,110,,,,,,,,,,,,,,,,,,,,
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Informática,D,D12,D1201,3,222,40,2,,,1,,64,81,45,9,4,1,156,112,131,73,,,,,,,,,,20,23,2,,,,,27,18
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Mecatrônica,B,B03,B0306,,102,11,3,,2,,,61,86,64,23,21,5,113,5,249,11,,,,,,,,,,,,,,,,,,
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Publicidade,D,D15,D1503,,84,6,,,1,,,,,,,,,20,71,,,,,18,2,,,,,,,,,,,5,15,,
23006095,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Telecomunicações,D,D11,D1101,,,,,,,,,4,14,25,10,3,,,,47,9,,,,,,,,,,,,,,,,,,
23007443,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,T ÉCNICO EM INFORMÁTICA,D,D12,D1201,2,255,19,,,,,,94,41,1,,,,178,98,101,35,,,85,3,,,,,,66,8,1,1,,40,48,53,23
23007443,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM BIODIAGNÓSTICO,D,D14,D1401,,93,10,1,,,,,19,12,2,1,1,,19,85,9,26,,1,43,2,,,,,,12,1,,1,1,7,39,8,7
23007443,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM GESTÃO EMPRESARIAL,D,D13,D1301,,25,,,,,,,30,9,,,,,6,19,17,22,,,,,,,,,,23,15,4,6,4,,,12,40
23007443,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM PUBLICIDADE,D,D15,D1503,,35,2,,,1,,,14,11,,,,,15,23,10,15,,,,,,,,,,5,,,,,,,2,3
23007142,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,2,,,,6,8
23007142,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,ELETRÔNICA,B,B03,B0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,8,2,4,,,28,
23007142,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,INFORMÁTICA,D,D12,D1201,1,52,2,,,,,,25,6,1,1,,,31,24,19,14,,,,,,,,,,2,9,,1,,,,8,4
23007142,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,SECRETARIADO BILINGUE,D,D13,D1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,4
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB. PLENA:-TÉC. EM PROCESSAMENTO DE DADOS,D,D12,D1201,2,115,14,,,,,,,,,,,,96,35,,,,,23,1,,,,,,21,3,,,,18,6,17,7
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB.PLENA:-PÓS MÉDIO-TÉC. EM LAB.DE PRÓT.DENT.,D,D14,D1401,,,2,2,2,1,3,,1,5,25,7,9,1,,10,27,21,,,,11,4,,2,,,,20,8,,,5,12,12,16
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB.PLENA:-TÉC.EM ASSISTENTE DE ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,8,9
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HAB.PLENA:-TÉC.EM LAB. DE PRÓTESE DENTÁRIA,D,D14,D1401,,53,9,1,,,,,,,,,,,19,44,,,,1,20,1,,,,,,2,,,,,6,16,,2
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PLENA:-TÉC. EM GESTÃO EMPRESARIAL,D,D13,D1301,,78,11,2,,1,,,,,,,,,37,55,,,,,,,,,,,,,,,,,,,,
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PLENA:-TÉCNICO EM ELETRÔNICA,B,B03,B0307,,,,,,,,,,6,2,,,,,,7,1,,,,,,,,,,3,,,,,,,3,
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PLENA:-TÉCNICO EM PUBLICIDADE,D,D15,D1503,2,51,9,1,,,,,,,,,,,19,44,,,,,,,,,,,,17,5,,,,,,11,11
23007654,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,HABILITAÇÃO PLENA:-TÉCNICO EM TURISMO,D,D09,D0902,3,73,7,3,1,,,,,,,,,,16,71,,,,,,,,,,,,,,,,,,,,
23006991,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico de Contabilidade,D,D13,D1302,,,,,,,,,,,8,5,2,1,,,9,7,,,,,,,,,,,4,1,2,3,,,6,4
23007640,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO DE ADMINISTRACAO,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2
23007640,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO DE CONTABILIDADE,D,D13,D1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,3,5,,,7,11
23012703,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em  Gestão Empresarial,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,3,,,,5,7
23012703,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em Contabilidade,D,D13,D1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,3,,,,5,7
23012703,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em Eletronica,B,B03,B0307,,,1,12,7,3,2,,,2,50,21,16,4,25,,90,3,,,,8,14,8,,,,2,33,22,17,3,29,1,72,5
23012703,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Tecnico em Processamento de Dados,D,D12,D1201,,,,,,,,,,,3,,1,,,,4,,,,,,,,,,,2,8,1,3,,,,11,3
23006488,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,ADMINISTRAÇÃO,D,D13,D1301,,,,,,,,,,,25,18,30,3,,,34,42,,,,,,,,,,,16,2,4,,,,4,18
23006488,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,CONTABILIDADE,D,D13,D1302,,,,,,,,,,,31,24,20,,,,32,43,,,,,,,,,,,8,3,1,,,,6,6
23006488,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,INFORMÁTICA,D,D12,D1201,,,,,,,,,,,18,6,6,4,,,22,12,,,,,,,,,,,,,,,,,,
23006488,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,SECRETARIADO,D,D13,D1303,,,,,,,,,,,19,17,15,,,,,51,,,,,,,,,,,4,2,2,,,,,8
23012586,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,,,,4,4
23007449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Administração,D,D13,D1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,
23007449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Contabilidade,D,D13,D1302,,,,,,,,,,2,,2,,,,,1,3,,,,,,,,,,,3,1,2,1,,,4,3
23007449,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,Técnico em Enfermagem,D,D14,D1401,,,,,,,,,,,9,4,7,,,,2,18,,,,,,,,,,,,,,,,,,
23006883,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,ATOR,D,D16,D1601,,,,,,,,,,4,5,1,4,,,,6,8,,,,,,,,,16,,49,36,62,33,,,72,124
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,edicações,B,B06,B0601,,,,,,,,,1,13,25,10,10,5,,,48,16,,,,,,,,,,4,6,4,2,1,,,14,3
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,eletronica,B,B03,B0307,,,,,,,,,5,50,88,33,19,3,,,194,4,,,,,,,,,,10,31,19,8,2,,,65,5
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,gestao empresarial,D,D13,D1301,,,,,,,,,1,16,15,3,5,,,,12,28,,,,,,,,,,6,21,9,6,,,,17,25
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,informatica,D,D12,D1201,,,,,,,,,6,35,38,8,4,,,,70,21,,,,,,,,,,8,27,10,2,,,,34,13
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,nutrição e dietética,D,D14,D1401,,,,,,,,,2,6,8,3,6,2,,,1,26,,,,,,,,,,,,,,,,,,
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,patologia clinica,D,D14,D1401,,,,,,,,,4,28,68,25,13,4,,,35,107,,,,,,,,,,4,25,10,10,3,,,16,36
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,publicidade,D,D15,D1503,,,,,,,,,2,15,32,5,1,1,,,30,26,,,,,,,,,,1,12,3,,,,,12,4
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,quimica,B,B05,B0502,,,,,,,,,5,24,63,40,41,10,,,124,59,,,,,,,,,,11,20,3,13,4,,,33,18
23006059,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,telecomunicações,D,D11,D1101,,1,3,6,5,1,,,2,21,97,30,13,,13,3,157,6,,,,,,,,,,,,,,,,,,
23008410,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM INFORMÁTICA,D,D12,D1201,,,,,,,,,30,22,13,4,7,1,,,55,22,,,,,,,,,,3,3,1,1,,,,8,
23010736,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AGRIMENSURA,B,B07,B0701,,,,,,,,,,5,15,9,11,17,,,54,3,,,,,,,,,,,,,,,,,,
23010736,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,EDIFICAÇÕES,B,B06,B0601,,,,,,,,,,1,3,2,5,3,,,11,3,,,,,,,,,,,,,,,,,,
23009859,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉC NICO EM ADMINISTRAÇÃO,D,D13,D1301,,45,11,,,,,,4,12,33,11,,,23,33,23,37,,,8,3,,,,,,5,9,2,,,8,3,6,10
23009859,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉC NICO EM INFORMÁTICA,D,D12,D1201,1,23,2,,,,,,1,13,26,11,,,19,7,44,7,,,8,4,,,,,,8,12,6,,,8,4,19,7
23009859,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM CONTABILIDADE,D,D13,D1302,,,,,,,,,2,5,17,9,6,1,,,21,19,,,,,,,,,,2,9,4,7,,,,11,11
23009859,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TÉCNICO EM SECRETARIADO,D,D13,D1303,,,,,,,,,1,1,13,5,3,,,,,23,,,,,,,,,,2,9,3,3,,,,,17
23007558,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TEC EM ADMIN C ENF COMERCIO EXTERIOR,D,D13,D1301,,,,,,,,,,10,19,6,3,1,,,23,16,,,,,,,,,,2,6,,1,,,,4,5
23007558,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TEC EM QUIMICA C ENF EM COLORIMETRIA,B,B05,B0502,,,,,,,,,,6,14,13,3,2,,,27,11,,,,,,,,,,,12,4,1,,,,8,9
23007558,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TEC EM QUIMICA C ENF EM GALVANOPLASTIA,B,B05,B0502,,,,,,,,,,2,3,3,4,4,,,11,5,,,,,,,,,,,,,,,,,,
23007558,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TECNICO EM SECRETARIADO,D,D13,D1303,,,,,,,,,,4,11,4,8,1,,,,28,,,,,,,,,,2,4,5,3,,,,,14
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,AUXILIAR DE ENFERMAGEM,D,D14,D1401,,,21,53,33,47,12,,,10,44,41,46,21,27,139,40,122,,,,,,,,,,,,,,,,,,
23010814,2002,351506150308,São Paulo,SP,SAO PAULO,Particular,Urbana,Ativo,TEC. LABORATORIO DE PROTESE DENTARIA,D,D14,D1401,,,,,,,,,1,1,9,3,2,1,,,10,7,,,1,1,2,2,,,,1,5,,3,1,3,3,7,3
